game;elements;description;link;Action;Aventure;RPG;Plate-Forme;FPS;Course;Strategie;Sport;Reflexion;Combat;Simulation;Point'n Click;Infiltration;Gestion;Action RPG;Beat'em All;Survival-Horror;Rythme;Autres;Puzzle-Game;Shoot'em Up;Tactique;Shooter;MMO;MMORPG;Tactical RPG;Creation;TPS;Tir;Adresse;Sandbox;Roguelike;Survie;Open World;Wargame;Hack'n slash;Jeu de cartes;Runner;Dungeon RPG;4X;God Game;Visual Novel;MOBA;Tower Defense;Battle Royale;Ludo-Educatif;Simulation de vie;MMOFPS;City Builder;Jeu de societe;Management
Counter-Strike : Source;['Action', 'FPS'];Counter Strike : Source est un FPS multijoueur en ligne dans lequel les joueurs s'affrontent en deux camps : terroristes et anti-terroristes. Chaque camp possède des objectifs différents sur les cartes disponibles, et doit les atteindre en utilisant pour cela un large panel d'armes mis à disposition pour écraser ses adversaires.;http://www.jeuxvideo.com/jeux/jeu-63096/;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Disgaea : Hour of Darkness sur PS2;['RPG', 'Tactical RPG', 'Tactique'];Disgaea : Hour of Darkness est un jeu de rôle tactique sur PS2. Le jeu suit les aventures du jeune prince Laharl et de son armée, en guerre contre les démons et autres innombrables créatures qui menacent la paix à Netherworld. Déclenchez de nombreux sorts, et des attaques spéciales pour venir à bout de vos adversaires. Le jeu vous offre également la possibilité de personnaliser votre armée avec de nombreuses classes de personnages et de monstres.;http://www.jeuxvideo.com/jeux/jeu-61957/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smash Court Tennis Pro Tournament 2 sur PS2;['Sport'];"Smash Court Tennis Pro Tournament 2 est un jeu de sport disponible sur Playstation 2. Servez, montez à la volée, frappez un lob ou smashez pour remporter la victoire en incarnant l'un des 16 plus grands joueurs de tennis au cours des tournois les plus prestigieux du monde. 6 modes d'actions sont disponible, dont des défis particuliers tels que ""Objectifs : machine"" et ""sniper"".";http://www.jeuxvideo.com/jeux/playstation-2-ps2/00012336-smash-court-tennis-pro-tournament-2.htm;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RalliSport Challenge 2 sur Xbox;['Course', 'Sport'];RalliSport Challenge 2 est un jeu de courses disponible sur Xbox. Repoussez les limites de la folie avec plus de 40 voitures, dont celles du groupe B. Participez à des courses palpitantes au volant des voitures de rally les plus mythiques depuis 1978. 5 types de course sont disponibles avec plus de 90 pistes qui mettront vos réflexes à rude épreuve.;http://www.jeuxvideo.com/jeux/xbox/00011692-rallisport-challenge-2.htm;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Metal Gear Solid : The Twin Snakes sur NGC;['Infiltration'];Metal Gear Solid est un jeu d'infiltration/action sorti sur Gamecube. Dans cet opus (remake de la version Playstation), Solid Snake doit infiltrer Shadow Moses, une base militaire en Alaska, afin de sauver des otages. Le joueur trouve tout au long de l'aventure de nouvelles armes et nouveaux équipements tout en alternant dialogues, séquences d'infiltration et combats contre les boss. Le scénario hollywoodien allié à de nombreuses cinématiques en font un jeu très cinématographique.;http://www.jeuxvideo.com/jeux/gamecube-ngc/00010609-metal-gear-solid-the-twin-snakes.htm;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Splinter Cell Pandora Tomorrow;['Action', 'Infiltration'];Splinter Cell Pandora Tomorrow est un jeu d'infiltration disponible sur Gameboy Advance. Incarnez l'agent Sam Fisher qui part sur les traces d'un groupe de terroristes afin de percer les secrets de l'opération Pandora Tomorrow. Faufilez-vous dans les ombres pour surprendre vos adversaires et éviter de vous faire repérer. Les nombreux gadgets de notre agent lui sauveront la mise plus d'une fois au cours des 9 niveaux.;http://www.jeuxvideo.com/jeux/jeu-61938/;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Far Cry;['FPS'];Far Cry est un FPS se déroulant sur une île tropicale. Le joueur y incarne Jack Carver, personnage aux lourds antécédents qui cherche à s'isoler, mais se retrouve face à une troupe de mercenaires. Il va donc devoir tout mettre en œuvre pour rester en vie.;http://www.jeuxvideo.com/jeux/jeu-61292/;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unreal Tournament 2004 sur PC;['FPS'];Dans un tournoi sans foi ni loi, Unreal Tournament 2004 est un jeu mettant en scène des gladiateurs futuristes qui s'affronte avec de puissantes armes dans des matches sanglants. Ce jeu sur PC propose des matches à mort chacun pour soi ou en équipe, des captures de drapeau, domination, et tous les modes de jeux propre à la série, dont le mode attaque mettant en scène des véhicules et le mode bombe de balle consistant en un sport futuriste.;http://www.jeuxvideo.com/jeux/pc/00011104-unreal-tournament-2004.htm;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sword of Mana sur GBA;['Action', 'RPG'];Sword of Mana est un jeu de rôle disponible sur Gameboy Advance. Choisissez parmi les deux héros de l'histoire, un gladiateur qui veut venger la mort de ses parents, ou une jeune femme qui doit affronter son passé qui la hante. Tous deux devront défendre l'arbre de Mana car le Chevalier Noir du Royaume de Granz veut percer ses secrets pour contrôler la source du Mana.;http://www.jeuxvideo.com/jeux/gameboy-advance-gba/00010843-sword-of-mana.htm;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Impossible Creatures : Insect Invasion sur PC;['Stratégie'];Impossible Creatures : Insect Invasion est l'extension gratuite du jeu de stratégie temps réel Impossible Creatures sur PC. Il s'agit toujours de fabriquer des créatures hybrides à l'aide de manipulations génétiques. Au menu des nouveautés, on découvre 15 créatures inédites, 9 capacités et quelques autres améliorations.;http://www.jeuxvideo.com/jeux/pc/00012613-impossible-creatures-insect-invasion.htm;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Project Gotham Racing 2 sur Xbox;['Course'];Project Gotham Racing 2 est un jeu de courses sorti sur Xbox. Traversez les rues des plus célèbres villes de la planète à bord de bijoux de l'automobile telles que des Ferrari, des Porsche ou encore des Lotus pour remporter des Kudos qui vous débloqueront encore d'autres voitures.;http://www.jeuxvideo.com/jeux/xbox/00009904-project-gotham-racing-2.htm;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Virtual Skipper 3 sur PC;['Simulation', 'Sport'];Virtual Skipper 3 est une simulation réaliste de voiliers sur PC. Le joueur prend le contrôle d'une équipe de marins à bord d'une frégate et devra concourir plusieurs compétitions. Quatre bateaux sont disponibles, à savoir le Melges 24, l'America's Cup class, l'Offshore Racer et le Trimaran Open 60. De Quiberon à Sydney vous parcourez les flots des 4 coins de la planète.;http://www.jeuxvideo.com/jeux/pc/00011194-virtual-skipper-3.htm;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beyond Good & Evil;['Action', 'Aventure'];Beyond Good & Evil sur PS2 vous propose de vivre le combat d'une jeune femme, Jade, pour protéger sa planète d'une invasion extraterrestre. Mélangeant aventure, exploration, phases en véhicule, combat et infiltration dans un univers coloré et baigné de somptueuses compositions musicales, le titre se démarque par une approche poétique et relativement adulte.;http://www.jeuxvideo.com/jeux/jeu-61821/;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Top Spin;['Sport'];Top Spin sur Xbox est une simulation de tennis fortement axée sur un gameplay arcade. Aux côtés de grands noms de ce sport (Maria Sharapova, Roger Federer, Gustavo Kuerten ou encore Martina Hingis), démarrez une carrière comme simple novice ou partez tout de suite à la conquête des tournois les plus prestigieux de la planète.;http://www.jeuxvideo.com/jeux/jeu-61499/;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F-Zero GX sur NGC;['Course'];F-Zero GX est un jeu de courses futuriste sorti sur Gamecube. En plus des 20 courses classiques à disputer avec l'un des 30 champions, vous disposez d'un mode histoire racontant le parcours de Captain Falcon. Note que le jeu est compatible avec un volant à retour de force.;http://www.jeuxvideo.com/jeux/gamecube-ngc/00009352-f-zero-gx.htm;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pro Evolution Soccer 3;['Sport'];Pro Evolution Soccer 3 est un jeu de football sorti sur Playstation 2. Incarnez vos joueurs préférés dans cette simulation du ballon rond qui vous permettra de vivre de hauts moments sur le terrain.;http://www.jeuxvideo.com/jeux/jeu-61949/;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Advance Wars 2 : Black Hole Rising sur GBA;['Tactique'];La suite du célèbre jeu tactique Advance Wars fait son retour sur Gameboy Advance avec Advance Wars 2 : Black Hole Advance. La menace de l'armée Black Hole pèse plus que jamais sur Wars World, et c'est devant l'imminence d'une invasion que les différentes forces vont devoir s'allier. Accomplissez l'objectif qui vous est fixé dans chaque mission, parfois avant un laps de temps donné. A vous de mettre en place la meilleure stratégie pour prendre l'avantage sur votre adversaire.;http://www.jeuxvideo.com/jeux/gameboy-advance-gba/00011009-advance-wars-2-black-hole-rising.htm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Golden Sun : L'Age Perdu;['Aventure', 'RPG'];Golden Sun : L'Age Perdu est un jeu de rôle sorti sur Gameboy Advance. Second volet de la saga Golden Sun, cet opus vous permet de récupérer l'équipe du premier jeu pour terminer celui-ci et aussi d'affronter vos amis en multijoueur grâce au câble link.;http://www.jeuxvideo.com/jeux/jeu-61117/;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colin McRae Rally 04;['Course', 'Simulation'];Colin McRae Rally 04 sur Xbox est un jeu de courses vous mettant dans la peau d'un pilote de rallye lancé dans plusieurs courses et championnats. Le jeu propose de nombreuses voitures à piloter, ainsi qu'un mode carrière et de nombreux modes de jeu disponibles tant en solo qu'en multijoueur.;http://www.jeuxvideo.com/jeux/jeu-61827/;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flight Simulator 2004 : Un Siècle d'Aviation sur PC;['Simulation'];Partez à la conquête des cieux dans Flight Simulator 2004 : Un Siècle d'Aviation sur PC. En plus des vols d'appareils classiques cet opus vous permet de voler avec des légendes de l'aviation, les premiers avions existants et de recréer leurs vols en temps réel.;http://www.jeuxvideo.com/jeux/pc/00011656-flight-simulator-2004-un-siecle-d-aviation.htm;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Virtua Fighter 4 Evolution;['Combat'];Virtua Fighter 4 Evolution est un jeu de combat sur Playstation 2.  Cette version spéciale du 4ème opus de la série connue pour être technique apporte de nombreux ajouts. Deux nouveaux personnages sont ainsi à accueillir avec Brad Burns, adepte du kickboxing, et Goh Hinogami. Un mode Quest est aussi présent où le joueur pourra gagner de l'argent afin de débloquer des accessoires.;http://www.jeuxvideo.com/jeux/add-on/jeu-86493/;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EVE Online;['MMORPG', 'Sandbox'];Jeu de rôle en ligne massivement multijoueur à abonnement, EVE Online vous permet d'incarner un pilote de vaisseau spatial en quête d'aventure et de richesse. Principalement basé sur l'économie et le pouvoir, le jeu vous invite donc à collecter des ressources, effectuer des recherches et bien sûr combattre les factions adverses !;http://www.jeuxvideo.com/jeux/jeu-57724/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ikaruga;"[""Shoot'em Up""]";Shoot'em up sur Gamecube, Ikaruga vous permet de diriger un vaisseau pouvant passer à tout moment du noir au blanc. Lorsqu'il est noir, il peut absorber les tirs de la même couleur mais est vulnérable aux missiles blancs, et vice versa. Le joueur doit manier du mieux possible son vaisseau tout au long des nombreux niveaux du titre.;http://www.jeuxvideo.com/jeux/jeu-61655/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Runaway;"['Aventure', ""Point'n Click""]";Runaway est un jeu d'aventure en point and click sorti sur PC. Incarnez Brian, brillant étudiant américain, qui percute par mégarde la jolie Gina, une serveuse aux prises avec la pègre. Vous décidez alors de l'aider et de traverser le pays en sa compagnie.;http://www.jeuxvideo.com/jeux/jeu-61586/;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rayman 3 : Hoodlum Havoc;['Action', 'Plate-Forme'];Rayman 3 : Hoodlum Havoc est un jeu de plates-formes sorti sur Xbox. Incarnez Rayman qui doit aider son ami Globox qui s'est attiré les foudres des Hoodlums. Pour cela, traversez 11 univers en usant des 5 super-pouvoirs inédits de Rayman et en affrontant 20 types d'ennemis différents.;http://www.jeuxvideo.com/jeux/jeu-77896/;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Metal Gear Solid 2 Substance;['Action', 'Infiltration'];MGS2 Substance est une édition spéciale de Sons of Liberty sur Xbox. Outre la possibilité de refaire le jeu en choisissant son personnage, il est proposé plus de 200 missions en réalité virtuelle. Celles-ci visent à exploiter les recoins du système de jeu tout en mettant les talents du joueur à l'épreuve. A cela s'ajoutent aussi diverses mini-missions inédites prenant place dans le jeu original, un jeu de skateboard aux couleurs de MGS2 et quelques autres bonus.;http://www.jeuxvideo.com/jeux/add-on/jeu-89295/;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SimCity 4;['Gestion'];Jeu de gestion urbaine, SimCity 4 propose au joueur de créer la ville de ses rêves en incarnant un maire détenant les pleins pouvoirs. Déterminer quels sont les bâtiments à construire selon la demande de logement, de travail, ou de commerce sera votre principale priorité. Votre cité n'est pas non plus isolée du monde, elle doit également cohabiter avec les autres régions.;http://www.jeuxvideo.com/jeux/jeu-61082/;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Galax sur PC;"[""Shoot'em Up""]";Dans le shoot'em up Galax sur PC, le super-ordinateur conçu par l'humanité se révolte et prend rapidement le contrôle de la plupart des armes et infrastructures. Il ne reste aux hommes qu'un vaisseau spécial, disposant d'un système de hacking, pour espérer s'infiltrer parmi l'armada du super-ordinateur. Maîtrisez les commandes pour figer vos ennemis en plein vol, les pousser à s'autodétruire, et même les faire passer dans votre camp.;http://www.jeuxvideo.com/jeux/pc/00049180-galax.htm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unreal Championship sur Xbox;['FPS'];Unreal Championship est un shooter sur Xbox dans lequel vous devez tenter de survivre en tuant le plus d'ennemis possible. Le solo se déroule à la manière d'un jeu de télé-réalité où vous devez lutter pour votre survie dans des combats survitaminés. Le multijoueur propose une véritable boucherie avec de nombreux modes de jeu comme match à mort seul ou en équipe, capture du drapeau, double domination et la bombe de balle. Le titre permet des affrontements sanglants jusqu'à 16 joueurs.;http://www.jeuxvideo.com/jeux/xbox/00005594-unreal-championship.htm;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
StarFox Adventures sur NGC;['Action', 'Aventure'];C'est peu dire que l'arrivée de Fox Mc Cloud sur GameCube était attendue. C'est chose faite avec StarFox Adventures, un jeu d'action où vous incarnez le célèbre renard portant secours aux créatures peuplant la planète des dinosaures. Armé d'un bâton aux multiples utilisations possibles et accompagné par le prince dinosaure Tricky, vous devrez parcourir les différents mondes à la recherche des esprits Krazoa dans un jeu d'action aventure à la Zelda.;http://www.jeuxvideo.com/jeux/gamecube-ngc/00005548-starfox-adventures.htm;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Metroid Fusion;['Action'];Metroid Fusion est un jeu d'action sorti sur Gameboy Advance. Retrouvez l'héroïne Samus Aran dans une aventure où elle délaisse sa traditionnelle armure orange pour une nouvelle combinaison bleu plus légère. Cette fois-ci, Samus lutte contre une infection intérieure.;http://www.jeuxvideo.com/jeux/jeu-61151/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Age of Mythology sur PC;['Stratégie'];Age of Mythology est un jeu de stratégie sorti sur PC. Incarnez une des 3 civilisations antiques possédant chacune des unités particulières. Appelez à la rescousse les dieux et usez de leurs divins pouvoirs pour réduire à néant vos adversaires.;http://www.jeuxvideo.com/jeux/pc/00005285-age-of-mythology.htm;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Grand Theft Auto : Vice City;['Action'];Jeu d'action prenant place sur une carte gigantesque, GTA Vice City vous permet d'incarner un certain Tommy Vercetti qui doit enchaîner des missions diverses et variées dans une ville inspirée du Miami des années 80. Exemple de non-linéarité, le jeu propose un certain nombre d'activités qui sont proposées en parallèle des missions de base : chauffeur de taxi, pompier, ambulancier...;http://www.jeuxvideo.com/jeux/jeu-61115/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pro Evolution Soccer 2;['Sport'];Pro Evolution Soccer 2 est un jeu de sport sur Playstation 2. Incarnez vos joueurs préférés dans cette simulation du ballon rond qui vous permettra de vivre de hauts moments sur le terrain.;http://www.jeuxvideo.com/jeux/jeu-61075/;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
No One Lives Forever 2;['Action', 'FPS'];No One Lives Forever 2 sur PC est un FPS qui parvient à unir humour et profondeur de jeu et dans lequel l'agent Kate Archer lutte contre le C.R.I.M.E., parodiant l'univers de James bond. Parallèlement à un ton décalé et humoristique, le titre dispose de mécaniques de jeu riches où se mêlent infiltration, action et gadgets idiots.;http://www.jeuxvideo.com/jeux/jeu-58860/;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Silent Hill 2 : Inner Fear sur Xbox;['Survival-Horror'];Silent Hill 2 : Director's Cut est un jeu d'horreur sur PC. La vie de James Sunderland se brisa après la mort tragique de sa jeune épouse, Mary. Trois ans plus tard, il reçoit une troublante lettre de Mary lui demandant de retourner dans un lieu rempli de souvenirs, la mystérieuse ville de Silent Hill. Cette édition spéciale offre un petit scénario supplémentaire en compagnie du personnage Maria.;http://www.jeuxvideo.com/jeux/xbox/00009699-silent-hill-2-inner-fear.htm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Super Mario Sunshine sur NGC;['Plate-Forme'];Super Mario Sunshine est un jeu de plates-formes sur Gamecube. Incarnez le célèbre plombier italien dans son aventure sur l'île Delfino. Armé d'une pompe à eau multifonction vous devrez laver l'île des graffitis qui la souillent et poursuivre votre énigmatique double maléfique.;http://www.jeuxvideo.com/jeux/gamecube-ngc/00009206-super-mario-sunshine.htm;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unreal Tournament 2003;['Action', 'FPS'];Disponible sur PC, Rocket Arena : Unreal Tournament est une extension ou mod pour le célèbre jeu de tir subjectif Unreal Tournament. Cette extension est en fait un mode de jeu en elle-même, orienté spécifiquement sur le combat et les capacités individuelles des joueurs. Seules les armes de base sont autorisées et aucun objet n'apparaît sur la map pendant les rounds de jeu.;http://www.jeuxvideo.com/jeux/jeu-60741/;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Battlefield 1942 sur PC;['Action', 'FPS', 'Stratégie'];Battlefield 1942 est un jeu de tir à la première personne spécialement conçu pour être joué en ligne par équipe. Le principe consiste à prendre le contrôle de plusieurs points de la carte pour s'assurer de plus grandes chances de victoires face à l'adversaire. L'utilisation de véhicules est possible pour traverser les cartes ou lancer l'offensive. Notez qu'un mode permet de s'entraîner seul face à l'intelligence artificielle.;http://www.jeuxvideo.com/jeux/jeu-61024/;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tekken 4 sur PS2;['Combat'];Tekken 4 est un jeu de combat sur Playstation 2 qui propose 23 personnages possèdant tous un style de combat différent du jeet kune do au karaté en passant par le muay thai. Côté modes de jeu on retrouve l'arcade, l'histoire, le contre-la-montre, le mode survie ainsi que deux nouveaux totalement inédits, le tekken force mode et le combat en équipe. Vous avez aussi la possibilité d'affronter un ami via le mode versus.;http://www.jeuxvideo.com/jeux/playstation-2-ps2/00005348-tekken-4.htm;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warcraft III : Reign of Chaos;['Stratégie'];Jeu de stratégie en temps réel, Warcraft III : Reign of Chaos voit s'opposer 4 factions : les morts vivants, les elfes de la nuit, les humains et les orcs. A la tête de chaque armée vous possédez 3 héros au maximum que vous pouvez faire évoluer au fur et à mesure de votre périple. Ces derniers ont la possibilité d'utiliser divers sorts qui peuvent sensiblement améliorer vos chances de victoire sur le champ de bataille. Le titre permet de jouer jusqu'à 12 joueurs en ligne ou en réseau local.;http://www.jeuxvideo.com/jeux/jeu-57267/;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Elder Scrolls III : Morrowind;['RPG'];Jeu de rôle en monde ouvert, The Elder Scrolls III : Morrowind permet au joueur de créer son avatar en choisissant parmi 10 races. Une fois lancé à l'aventure, il a le choix entre la quête principale ou les quêtes annexes disponibles pour entraîner son personnage.;http://www.jeuxvideo.com/jeux/jeu-59222/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Virtua Fighter 4 sur PS2;['Combat'];Virtua Fighter 4 est un jeu de combat sur Playstation 2. Vous pouvez choisir de combattre avec 13 personnages qui ont chacun leur style différent : du kung-fu au jeet kun do en passant par le jujitsu et le catch. Le titre permet de personnaliser ses combattants grâce à des tenues à débloquer. A jouer seul ou à deux.;http://www.jeuxvideo.com/jeux/jeu-58420/;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Star Wars : Rogue Squadron II : Rogue Leader sur NGC;['Action', 'Simulation'];Vitrine technologique du lancement de la GameCube, Star Wars : Rogue Squadron II : Rogue Leader vous permet de piloter les vaisseaux mythiques de la trilogie classique dans des batailles historiques opposant l'Alliance Rebelle aux forces de l'Empire. Missions d'escorte, d'assaut ou d'infiltration, toutes vous donneront l'occasion de vérifier si la Force est bel et bien de votre côté !;http://www.jeuxvideo.com/jeux/gamecube-ngc/00005524-star-wars-rogue-squadron-ii-rogue-leader.htm;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
